Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.short [single_line_text_field],Metafield: custom.badge [single_line_text_field],Metafield: custom.kind [single_line_text_field],Metafield: custom.accent_color [single_line_text_field]
twins-kickbokshandschoenen-bgvl-3-air-black-white,Twins kickbokshandschoenen BGVL 3 – BLACK/YELLOW,<p>TWINS handschoenen.<br /> voor de serieuze en professionele sporter.</p>,Twins,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, Twins",TRUE,Maat,14 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/bgvl-3t_bk-yel_2__1.jpg,1,Twins kickbokshandschoenen BGVL 3 – BLACK/YELLOW,active,,,glove,#B8102E
twins-kickbokshandschoenen-bgvl-3-air-black-white,,,,,,,Maat,16 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,,,,active,,,,
twins-kickbokshandschoenen-bgvl-3-air-black-white,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/bgvl-3t_bk-yel_3__1.jpg,2,Twins kickbokshandschoenen BGVL 3 – BLACK/YELLOW,,,,,
twins-kickbokshandschoenen-bgvl-3-black-wine-red,Twins kickbokshandschoenen BGVL 3 – BLACK/WINE RED,<p>TWINS handschoenen.<br /> voor de serieuze en professionele sporter.</p>,Twins,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, Twins",TRUE,Maat,14 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/bgvl_3-t_bk-wine_red_2_.jpg,1,Twins kickbokshandschoenen BGVL 3 – BLACK/WINE RED,active,,,glove,#B8102E
twins-kickbokshandschoenen-bgvl-3-black-wine-red,,,,,,,Maat,16 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,,,,active,,,,
twins-kickbokshandschoenen-bgvl-3-black-wine-red,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/bgvl_3-t_bk-wine_red_3_.jpg,2,Twins kickbokshandschoenen BGVL 3 – BLACK/WINE RED,,,,,
twins-kickbokshandschoenen-bgvl-3-retro-blue-black,Twins kickbokshandschoenen BGVL 3 – RETRO BLUE/BLACK,<p>TWINS handschoenen.<br /> voor de serieuze en professionele sporter.</p>,Twins,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, Twins",TRUE,Maat,14 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/bgvl_3-t_bk-blue_2_.jpg,1,Twins kickbokshandschoenen BGVL 3 – RETRO BLUE/BLACK,active,,,glove,#B8102E
twins-kickbokshandschoenen-bgvl-3-retro-blue-black,,,,,,,Maat,16 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,,,,active,,,,
twins-kickbokshandschoenen-bgvl-3-retro-blue-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/bgvl_3-t_bk-blue_3_.jpg,2,Twins kickbokshandschoenen BGVL 3 – RETRO BLUE/BLACK,,,,,
joya-elasto-bandage-handwraps-350-450-cm,Joya elasto bandage handwraps 350-450-cm,<p>Joya elasto bandage handwraps. 350 en 450 cm</p>,Joya,Bandages,"Bandages, Bescherming, Joya",TRUE,,Default Title,,shopify,10,deny,manual,9.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/joya-bandages-elasto-zwart.jpg,1,Joya elasto bandage handwraps 350-450-cm,active,"Verstevig je polsen met de boksbandages van Joya. We hebben handwraps in verschillende lengtes, maar ook met meerdere designs en kleuren. Algemeen advies is: 250-280 cm voor MMA en jeugd. Volwassenen (man en vrouw) gebruiken meestal 350 cm. Vaak last",,shield,#1C1C1C
joya-velcro-bandage-handwraps-roze,Joya Velcro bandage handwraps roze,<p>Joya Velcro bandage handwraps roze</p>,Joya,Bandages,"Bandages, Bescherming, Joya",TRUE,,Default Title,,shopify,10,deny,manual,9.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/joya-bandages-velcro-roze.jpg,1,Joya Velcro bandage handwraps roze,active,"Verstevig je polsen met de boksbandages van Joya. We hebben handwraps in verschillende lengtes, maar ook met meerdere designs en kleuren. Algemeen advies is: 280 cm voor MMA en jeugd. Volwassenen (man en vrouw) gebruiken meestal 350 cm. Vaak last van",,shield,#1C1C1C
joya-velcro-bandage-handwraps-blauw,Joya Velcro bandage handwraps blauw,<p>Joya Velcro bandage handwraps blauw</p>,Joya,Bandages,"Bandages, Bescherming, Joya",TRUE,,Default Title,,shopify,10,deny,manual,9.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/joya-bandages-velcro-blauw.jpg,1,Joya Velcro bandage handwraps blauw,active,"Verstevig je polsen met de boksbandages van Joya. We hebben handwraps in verschillende lengtes, maar ook met meerdere designs en kleuren. Algemeen advies is: 280 cm voor MMA en jeugd. Volwassenen (man en vrouw) gebruiken meestal 350 cm. Vaak last van",,shield,#1C1C1C
joya-velcro-bandage-handwraps-zwart,Joya Velcro bandage handwraps zwart,<p>Joya Velcro bandage handwraps zwart</p>,Joya,Bandages,"Bandages, Bescherming, Joya",TRUE,,Default Title,,shopify,10,deny,manual,9.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/joya-bandages-velcro-zwart.jpg,1,Joya Velcro bandage handwraps zwart,active,"Verstevig je polsen met de boksbandages van Joya. We hebben handwraps in verschillende lengtes, maar ook met meerdere designs en kleuren. Algemeen advies is: 280 cm voor MMA en jeugd. Volwassenen (man en vrouw) gebruiken meestal 350 cm. Vaak last van",,shield,#1C1C1C
joya-round-shield-leder-zwart-wit-zwart-goud-zwart-metallic-zwart,Joya Round Shield Leder – Zwart/Wit – Zwart/Goud Zwart/Metallic Zwart,"<p>Must have voor coaches! Makkelijk voor de trainers met schouder probleempjes. je kunt er op stoten, trappen en knieën.<br /> Het schild heeft een diameter van 35 centimeter en is 10 cm dik.<br /> Verkrijgbaar in zwart-goud, zwart-wit en zwart-metallic zwart</p>",Joya,trap/stoot kussens,"Joya, trap/stoot kussens",TRUE,,Default Title,,shopify,10,deny,manual,89.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/JOYA-ROND-STOOTKUSSEN-SYNTHETISCH-LEER.jpg,1,Joya Round Shield Leder – Zwart/Wit – Zwart/Goud Zwart/Metallic Zwart,active,,,bag,#1C1C1C
topstar-bitje-gebitsbeschermer,Basis Bitje – gebitsbeschermer Junior,<p>Bitje – gebitsbeschermer transparant met doosje</p>,Joya,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Joya",TRUE,,Default Title,,shopify,10,deny,manual,4.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/basis-bitje-junior-joya.jpg,1,Joya Basis Bitje – gebitsbeschermer Junior,active,,,shield,#1C1C1C
topstar-bitje-gebitsbeschermer,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/basis-bitje-junior-joya1.jpg,2,Joya Basis Bitje – gebitsbeschermer Junior,,,,,
kinesiology-tape-van-just-tape-it,kinesiology tape van Just Tape It,"<p>kinesiology tape van Just Tape It!<br /> Instructie video’s: https://www.justtapeit.nl/kinesiotape-aanbrengen<br /> De kinesiology tape wordt gefabriceerd met elastische katoen dat voorzien is van een hypoallergene, ventilerende acryl lijmlaag en het product is latexvrij.</p> <h4>Kenmerken van kinesiologie tape:</h4> <p>✓ latexvrij<br /> ✓ waterproof<br /> ✓ TÜV kwaliteitskeurmerk<br /> ✓ kinesiologie tape (rekbaarheid 130%- 140%)<br /> ✓ professioneel gebruikt door fysiotherapeuten<br /> ✓ ideaal te combineren met andere kleuren<br /> ✓ houdbaarheid 5 jaar</p>",Matchu,OUTLET,"Matchu, OUTLET, Tape, Outlet, Aanbieding",TRUE,,Default Title,,shopify,10,deny,manual,8.95,12.95,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/kinesiology-tape-Just-Tape-It4.jpg,1,Matchu kinesiology tape van Just Tape It,active,8 cm’,Outlet,wrap,#222222
kinesiology-tape-van-just-tape-it,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/kinesiology-tape-Just-Tape-It.jpg,2,Matchu kinesiology tape van Just Tape It,,,,,
kinesiology-tape-van-just-tape-it,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/kinesiology-tape-Just-Tape-It2.jpg,3,Matchu kinesiology tape van Just Tape It,,,,,
kinesiology-tape-van-just-tape-it,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/kinesiology-tape-Just-Tape-It3.jpg,4,Matchu kinesiology tape van Just Tape It,,,,,
matchu-mandala-yogamat,Matchu mandala yogamat,"<p>Matchu mandala yogamat. Mooi design yoga mat met anti-slip.<br /> Doordat de mat van PVC gemaakt is, voelt hij zeer stevig aan en is het matje makkelijk met een vochtige doek te reinigen. (schoenen zorgen voor extra slijtage, daarom wordt aangeraden om met blote voeten te gebruiken )<br /> Afmetingen: 172 x 61 x 0,6 cm</p>",Matchu,Diversen,"Diversen, Matchu",TRUE,,Default Title,,shopify,10,deny,manual,14.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/matchu-yoga-mat.jpg,1,Matchu mandala yogamat,active,,,glove,#222222
matchu-mandala-yogamat,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/matchu-yoga-mat2.jpg,2,Matchu mandala yogamat,,,,,
matchu-mandala-yogamat,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/matchu-yoga-mat3.jpg,3,Matchu mandala yogamat,,,,,
booster-standing-boxing-bag-180cm-staande-bokszak,Booster STANDING BOXING BAG -180CM Staande bokszak,<p>Booster STANDING BOXING BAG -180CM Staande bokszak</p>,Booster,Bokszakken,"Bokszakken, Booster",TRUE,,Default Title,,shopify,10,deny,manual,395.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/booster-staande-bokszak-180cm.jpg,1,Booster STANDING BOXING BAG -180CM Staande bokszak,active,,,bag,#0E2A4A
booster-standing-boxing-bag-180cm-staande-bokszak,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/booster-staande-bokszak-180cm2.jpg,2,Booster STANDING BOXING BAG -180CM Staande bokszak,,,,,
ufc-opro-gold-jr-black-metal-gold-mondbeschermer-bitje,UFC OPRO GOLD JR BLACK METAL/GOLD mondbeschermer bitje,<p>UFC OPRO GOLD JR BLACK METAL/GOLD mondbeschermer bitje</p>,UFC,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, UFC",TRUE,,Default Title,,shopify,10,deny,manual,25.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/UFC-OPRO-GOLD-JR-BLACK-METAL-GOLD-mondbeschermer-bitje.jpg,1,UFC OPRO GOLD JR BLACK METAL/GOLD mondbeschermer bitje,active,,,shield,#1A1A1A
ufc-opro-gold-jr-black-metal-gold-mondbeschermer-bitje,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/UFC-OPRO-GOLD-JR-BLACK-METAL-GOLD-mondbeschermer-bitje2.jpg,2,UFC OPRO GOLD JR BLACK METAL/GOLD mondbeschermer bitje,,,,,
ufc-opro-silver-jr-black-red-mondbeschermer-bitje,UFC OPRO SILVER JR BLACK/RED mondbeschermer bitje,<p>UFC OPRO SILVER JR BLACK/RED mondbeschermer bitje</p>,UFC,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, UFC",TRUE,,Default Title,,shopify,10,deny,manual,17.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/ufc-OPRO-SILVER-JR-BLACK-RED.jpg,1,UFC OPRO SILVER JR BLACK/RED mondbeschermer bitje,active,,,shield,#1A1A1A
ufc-opro-silver-jr-black-red-mondbeschermer-bitje,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/ufc-OPRO-SILVER-JR-BLACK-RED2.jpg,2,UFC OPRO SILVER JR BLACK/RED mondbeschermer bitje,,,,,
ufc-opro-silver-jr-black-red-mondbeschermer-bitje,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/ufc-OPRO-SILVER-JR-BLACK-RED3.jpg,3,UFC OPRO SILVER JR BLACK/RED mondbeschermer bitje,,,,,
opro-bronze-jr-mondbeschermer-bitje-zwart,UFC OPRO-BRONZE-JR mondbeschermer bitje-  zwart,<p>OPRO-BRONZE-JR mondbeschermer bitje- black</p>,UFC,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, UFC",TRUE,,Default Title,,shopify,10,deny,manual,9.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/OPRO-BRONZE-JR-BLACK.jpg,1,UFC OPRO-BRONZE-JR mondbeschermer bitje-  zwart,active,,,shield,#1A1A1A
opro-bronze-jr-mondbeschermer-bitje-zwart,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/OPRO-BRONZE-JR-BLACK2.jpg,2,UFC OPRO-BRONZE-JR mondbeschermer bitje-  zwart,,,,,
ufc-opro-platinum-gebitsbeschermer-mondbeschermer-bitje-red-metal-black,UFC OPRO PLATINUM mondbeschermer bitje- red metal black,<p>UFC OPRO PLATINUM mondbeschermer bitje- red metal black</p>,UFC,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, UFC",TRUE,,Default Title,,shopify,10,deny,manual,30.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/OPRO-PLATINUM-RED-METAL-BLACK.jpg,1,UFC OPRO PLATINUM mondbeschermer bitje- red metal black,active,,,shield,#1A1A1A
ufc-opro-platinum-gebitsbeschermer-mondbeschermer-bitje-red-metal-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/OPRO-PLATINUM-RED-METAL-BLACK2.jpg,2,UFC OPRO PLATINUM mondbeschermer bitje- red metal black,,,,,
ufc-opro-platinum-gebitsbeschermer-mondbeschermer-bitje-red-metal-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/OPRO-PLATINUM-RED-METAL-BLACK3.jpg,3,UFC OPRO PLATINUM mondbeschermer bitje- red metal black,,,,,
ufc-opro-platinum-gebitsbeschermer-mondbeschermer-bitje-red-metal-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/OPRO-PLATINUM-RED-METAL-BLACK4.jpg,4,UFC OPRO PLATINUM mondbeschermer bitje- red metal black,,,,,
joya-kickbokshandschoenen-top-one-pu-voor-kids,Joya Camo V2 Kickbokshandschoenen PU – Blauw,"<div class=""short-description""> <div class=""std"">Joya kickbokshandschoenen Top One PU Camo blauw, de ideale handschoen voor de jeugd! Kunstleer.</div> </div>",Joya,Kickbokshandschoenen Kunststof,"Handschoenen, Joya, Kickbokshandschoenen Kunststof, Kids fight",TRUE,Maat,10 oz,,shopify,10,deny,manual,44.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/Joya-Camo-V2-Kickbokshandschoenen-PU-Blauw.jpg,1,Joya Camo V2 Kickbokshandschoenen PU – Blauw,active,,,apparel,#1C1C1C
joya-kickbokshandschoenen-top-one-pu-voor-kids,,,,,,,Maat,12 oz,,shopify,10,deny,manual,44.00,,TRUE,TRUE,,,,active,,,,
joya-kickbokshandschoenen-top-one-pu-voor-kids,,,,,,,Maat,6 oz,,shopify,10,deny,manual,44.00,,TRUE,TRUE,,,,active,,,,
joya-kickbokshandschoenen-top-one-pu-voor-kids,,,,,,,Maat,8 oz,,shopify,10,deny,manual,44.00,,TRUE,TRUE,,,,active,,,,
joya-kickbokshandschoenen-top-one-pu-voor-kids,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/Joya-Camo-V2-Kickbokshandschoenen-PU-Blauw-1.jpg,2,Joya Camo V2 Kickbokshandschoenen PU – Blauw,,,,,
queen-kickbokshandschoenen-qbg-splatter-multi-color,QUEEN SCHEENBESCHERMERS SGQ SPLATTER – ZWART/VERF PRINT,"<div class=""short-description""> <div class=""std"">Queen vrolijke dames SCHEENBESCHERMERS van goede kwaliteit skintex.</div> </div>",Queen,Scheenbeschermers,"Bescherming, Queen, Scheenbeschermers, Women Collection fightwear, Aanbieding",TRUE,Maat,10 oz,,shopify,10,deny,manual,49.95,64.95,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/QUEEN-SCHEENBESCHERMERS-SGQ-SPLATTER.jpg,1,QUEEN SCHEENBESCHERMERS SGQ SPLATTER – ZWART/VERF PRINT,active,,Aanbieding,shield,#2A1020
queen-kickbokshandschoenen-qbg-splatter-multi-color,,,,,,,Maat,12 oz,,shopify,10,deny,manual,49.95,64.95,TRUE,TRUE,,,,active,,,,
queen-kickbokshandschoenen-qbg-amazone-camo-rood-bruin,Queen kickbokshandschoenen QBG Amazone camo rood bruin,"<div class=""short-description""> <div class=""std"">Queen dames kickbokshandschoenen van goede kwaliteit skintex.</div> </div>",Queen,Kickbokshandschoenen Kunststof,"Handschoenen, Kickbokshandschoenen Kunststof, Queen, Women Collection fightwear",TRUE,Maat,10 oz,,shopify,10,deny,manual,54.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/queen-bokshandschoen-bgq_amazone.jpg,1,Queen kickbokshandschoenen QBG Amazone camo rood bruin,active,,,apparel,#2A1020
queen-kickbokshandschoenen-qbg-amazone-camo-rood-bruin,,,,,,,Maat,12 oz,,shopify,10,deny,manual,54.95,,TRUE,TRUE,,,,active,,,,
joya-kids-sporttas-v2-camo-groen,Joya Kids Sporttas V2 Camo Groen,<p>Afmeting: 45x30x30 cm<br /> meerdere vakken<br /> Leuke tas voor de kickboks liefhebbers.</p>,Joya,Kids fight,"Joya, Kids fight, Sport tassen",TRUE,,Default Title,,shopify,10,deny,manual,34.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/Joya-Camo-V2-Sporttas-groen.jpg,1,Joya Kids Sporttas V2 Camo Groen,active,,,bag,#1C1C1C
joya-kids-dames-sporttas-camo-blauw,Joya Kids Sporttas V2 Camo Blauw,<p>Afmeting: 45x30x30 cm<br /> meerdere vakken<br /> Leuke tas voor de kickboks liefhebbers.</p>,Joya,Kids fight,"Joya, Kids fight, Sport tassen",TRUE,,Default Title,,shopify,10,deny,manual,34.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/Joya-Camo-V2-Sporttas-Blauw.jpg,1,Joya Kids Sporttas V2 Camo Blauw,active,,,bag,#1C1C1C
joya-kids-dames-sporttas-camo-roze,Joya Sporttas V2 Camo Roze,<p>Afmeting: 45x30x30 cm<br /> meerdere vakken<br /> Leuke tas voor de vrouwelijke vechters.</p>,Joya,Kids fight,"Joya, Kids fight, Sport tassen, Women Collection fightwear",TRUE,,Default Title,,shopify,10,deny,manual,34.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/Joya-Camo-V2-Sporttas-roze.jpg,1,Joya Sporttas V2 Camo Roze,active,,,bag,#1C1C1C
super-pro-gym-sporttas-zwart-wit,Super Pro Gym Sporttas – Zwart/Wit Large,<p>5 vakken<br /> Een extra vak voor natte spullen<br /> Afmeting: 67x36x36 cm (large).</p>,Super Pro,Sport tassen,"Sport tassen, Super Pro",TRUE,,Default Title,,shopify,10,deny,manual,49.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/SUPER-PRO-COMBAT-GEAR-GYM-SPORTTAS.jpg,1,Super Pro Gym Sporttas – Zwart/Wit Large,active,,,bag,#1A1A1A
super-pro-gym-sporttas-zwart-wit,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/SUPER-PRO-COMBAT-GEAR-GYM-SPORTTAS-1.jpg,2,Super Pro Gym Sporttas – Zwart/Wit Large,,,,,
super-pro-gym-sporttas-zwart-wit,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2023/11/SUPER-PRO-COMBAT-GEAR-GYM-SPORTTAS-2.jpg,3,Super Pro Gym Sporttas – Zwart/Wit Large,,,,,
joya-sporttas-basis-zwart-wit,Joya Sporttas &#8220;basis&#8221; – Zwart Wit,<p>Joya Sporttas basis Zwart-wit met meerdere vakken 60x30x30</p>,Joya,Sport tassen,"Joya, Sport tassen",TRUE,,Default Title,,shopify,10,deny,manual,39.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/JOYA-SPORTTAS-STANDAARD.jpg,1,Joya Sporttas &#8220;basis&#8221; – Zwart Wit,active,,,bag,#1C1C1C
joya-sporttas-basis-zwart-wit,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/JOYA-SPORTTAS-STANDAARD2.jpg,2,Joya Sporttas &#8220;basis&#8221; – Zwart Wit,,,,,
joya-roze-draak-kickbokshandschoen-pu-2,Joya &#8220;Roze Draak&#8221;  Pink Dragon – Kickbokshandschoen PU,"<div class=""short-description""> <div class=""std"">Voor de stoere dames-kids, Joya &#8216;Top One’ Dragon kickbokshandschoen! De bokshandschoen voor kids is verkrijgbaar in 6, 8 en 10 oz. Gemaakt van hoogwaardig synthetisch leer (PU). De meerlagige vulling, bevestigde duim en klittenbandsluiting zorgen voor optimale bescherming voor je hand en pols. Geschikt voor jonge fanatieke kickboksers. Beschikbaar in meerdere kleuren!</div> </div>",Joya,Kickbokshandschoenen Kunststof,"Handschoenen, Joya, Kickbokshandschoenen Kunststof, Kids fight",TRUE,Maat,10 oz,,shopify,10,deny,manual,34.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/Joya_roze_Draak_KickbokshandschoenPU.jpg,1,Joya &#8220;Roze Draak&#8221;  Pink Dragon – Kickbokshandschoen PU,active,Gave kickbokshandschoen van Joya Fight Gear,,apparel,#1C1C1C
joya-roze-draak-kickbokshandschoen-pu-2,,,,,,,Maat,6 oz,,shopify,10,deny,manual,34.95,,TRUE,TRUE,,,,active,,,,
joya-roze-draak-kickbokshandschoen-pu-2,,,,,,,Maat,8 oz,,shopify,10,deny,manual,34.95,,TRUE,TRUE,,,,active,,,,
joya-roze-draak-kickbokshandschoen-pu-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/Joya_roze_Draak_KickbokshandschoenPU2.jpg,2,Joya &#8220;Roze Draak&#8221;  Pink Dragon – Kickbokshandschoen PU,,,,,
joya-roze-draak-kickbokshandschoen-pu-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/Joya_roze_Draak_KickbokshandschoenPU.jpg,3,Joya &#8220;Roze Draak&#8221;  Pink Dragon – Kickbokshandschoen PU,,,,,
joya-gouden-draak-kickbokshandschoen-pu,Joya &#8220;Gouden Draak&#8221; Gold Dragon – Kickbokshandschoen PU,"<div class=""short-description""> <div class=""std"">Voor de stoere kids, Joya &#8216;Top One’ Dragon kickbokshandschoen! De bokshandschoen voor kids is verkrijgbaar in 6, 8 en 10 oz. Gemaakt van hoogwaardig synthetisch leer (PU). De meerlagige vulling, bevestigde duim en klittenbandsluiting zorgen voor optimale bescherming voor je hand en pols. Geschikt voor jonge fanatieke kickboksers. Beschikbaar in meerdere kleuren!</div> </div>",Joya,Kickbokshandschoenen Kunststof,"Handschoenen, Joya, Kickbokshandschoenen Kunststof, Kids fight",TRUE,Maat,10 oz,,shopify,10,deny,manual,34.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/Joya_Gouden_Draak_KickbokshandschoenPU.jpg,1,Joya &#8220;Gouden Draak&#8221; Gold Dragon – Kickbokshandschoen PU,active,Gave kickbokshandschoen van Joya Fight Gear,,apparel,#1C1C1C
joya-gouden-draak-kickbokshandschoen-pu,,,,,,,Maat,6 oz,,shopify,10,deny,manual,34.95,,TRUE,TRUE,,,,active,,,,
joya-gouden-draak-kickbokshandschoen-pu,,,,,,,Maat,8 oz,,shopify,10,deny,manual,34.95,,TRUE,TRUE,,,,active,,,,
joya-gouden-draak-kickbokshandschoen-pu,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/Joya_Gouden_Draak_KickbokshandschoenPU2.jpg,2,Joya &#8220;Gouden Draak&#8221; Gold Dragon – Kickbokshandschoen PU,,,,,
joya-gouden-draak-kickbokshandschoen-pu,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/Joya_Gouden_Draak_KickbokshandschoenPU3.jpg,3,Joya &#8220;Gouden Draak&#8221; Gold Dragon – Kickbokshandschoen PU,,,,,
twins-kickbokshandschoenen-bgvl-3-black,Twins kickbokshandschoenen BGVL 3 – Black,<p>TWINS handschoenen.<br /> voor de serieuze en professionele sporter.</p>,Twins,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, Twins",TRUE,Maat,14 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/bgvl_3_black_1.jpg,1,Twins kickbokshandschoenen BGVL 3 – Black,active,,,glove,#B8102E
twins-kickbokshandschoenen-bgvl-3-black,,,,,,,Maat,16 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,,,,active,,,,
twins-kickbokshandschoenen-bgvl-3-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/bgvl_3_black_2.jpg,2,Twins kickbokshandschoenen BGVL 3 – Black,,,,,
twins-kickbokshandschoenen-bgvl-3-wine-red,Twins kickbokshandschoenen BGVL 3 – Wine Red,<p>TWINS handschoenen.<br /> voor de serieuze en professionele sporter.</p>,Twins,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, Twins",TRUE,Maat,14 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/Twins_kickbokshandschoenen_BGVL3-Wine-Red.jpg,1,Twins kickbokshandschoenen BGVL 3 – Wine Red,active,,,glove,#B8102E
twins-kickbokshandschoenen-bgvl-3-wine-red,,,,,,,Maat,16 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,,,,active,,,,
twins-kickbokshandschoenen-bgvl-3-wine-red,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/07/Twins_kickbokshandschoenen_BGVL3-Wine-Red2.jpg,2,Twins kickbokshandschoenen BGVL 3 – Wine Red,,,,,
hayabusa-t3-boxing-gloves-charcoal-black-14-oz,Hayabusa T3 Boxing Gloves – Black,<p>Hayabusa handschoenen van zeer goede kwaliteit. Prijswinnaar van Men’s Health in 2019 voor beste Gloves in the world!<br /> voor de serieuze en professionele sporter.</p>,Hayabusa,Kickbokshandschoenen leer,"Handschoenen, Hayabusa, Kickbokshandschoenen leer",TRUE,Maat,14 oz,,shopify,10,deny,manual,179.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/07/hayabusa_t3_black.jpg,1,Hayabusa T3 Boxing Gloves – Black,active,Al jaren bekend als een van de beste handschoen merken in de wereld.,,apparel,#1A1A1A
